 &plot nbnd= 200, nks=    31 /
            0.000000  0.000000  0.000000
  -10.077   -9.987   -9.936   -9.888   -9.858   -9.832   -9.729   -9.704   -9.596   -9.548
   -9.390   -9.330   -9.016   -8.826   -8.724   -8.699   -8.631   -8.541   -8.260   -8.250
   -8.236   -8.098   -8.019   -7.878   -7.818   -7.703   -7.628   -7.602   -7.538   -7.245
   -7.118   -6.940   -6.828   -6.778   -6.482   -6.426   -6.324   -6.239   -5.960   -4.981
   -1.697   -1.097   -1.056   -1.032   -0.970   -0.957   -0.844   -0.677   -0.434   -0.363
   -0.344   -0.200   -0.104   -0.062    0.220    0.301    0.381    0.410    0.502    0.543
    0.636    0.649    0.718    0.758    0.782    1.102    1.136    1.169    1.227    1.246
    1.447    1.636    1.804    1.851    1.872    1.983    2.210    2.236    2.247    2.566
    2.580    2.644    2.692    2.715    2.833    2.924    2.960    3.034    3.046    3.066
    3.096    3.127    3.182    3.191    3.281    3.302    3.416    3.419    3.621    3.694
    3.730    3.758    3.944    4.116    4.180    4.207    4.331    4.380    4.389    4.399
    4.410    4.526    4.593    4.716    4.719    4.795    4.839    4.847    4.873    4.892
    4.944    4.962    4.996    5.024    5.076    5.099    5.137    5.268    5.307    5.319
    5.342    5.380    5.428    5.490    5.503    5.516    5.551    5.580    5.620    5.668
            0.249362  0.144181  0.000000
  -23.448  -23.137  -22.926  -22.738  -22.544  -22.386  -22.272  -21.816  -21.733  -21.486
  -21.274  -21.249  -21.130  -20.967  -20.860  -20.823  -20.658  -20.481  -20.442  -20.250
  -20.208  -20.071  -20.046  -18.712  -16.677  -14.783  -14.406  -14.338  -14.244  -14.133
  -14.082  -14.006  -13.904  -13.832  -13.493  -13.328  -13.035  -12.903  -12.809  -12.607
  -12.464  -12.367  -12.215  -11.770  -11.675  -11.574  -11.457  -11.169  -11.069  -11.048
  -10.958  -10.911  -10.823  -10.494  -10.477  -10.370  -10.300  -10.255  -10.219  -10.122
  -10.033   -9.968   -9.927   -9.886   -9.862   -9.768   -9.701   -9.659   -9.590   -9.450
   -9.343   -9.268   -8.986   -8.823   -8.786   -8.737   -8.699   -8.597   -8.283   -8.275
   -8.231   -8.101   -8.067   -7.864   -7.842   -7.684   -7.630   -7.543   -7.460   -7.182
   -7.057   -6.889   -6.870   -6.796   -6.540   -6.487   -6.367   -6.244   -5.949   -4.992
   -1.683   -1.068   -1.046   -1.020   -0.944   -0.904   -0.811   -0.742   -0.494   -0.438
   -0.434   -0.175   -0.137   -0.096    0.249    0.374    0.427    0.465    0.470    0.500
    0.547    0.695    0.726    0.791    0.879    1.096    1.117    1.237    1.256    1.304
    1.538    1.697    1.698    1.721    1.860    1.886    2.178    2.203    2.271    2.469
    2.590    2.605    2.769    2.777    2.799    2.940    2.994    2.994    3.014    3.052
    3.076    3.090    3.115    3.181    3.404    3.409    3.496    3.530    3.711    3.713
    3.754    3.758    3.828    4.019    4.047    4.136    4.285    4.320    4.416    4.509
    4.537    4.573    4.615    4.724    4.732    4.800    4.833    4.853    4.882    4.905
    4.971    5.003    5.073    5.101    5.120    5.125    5.169    5.239    5.272    5.344
    5.387    5.389    5.444    5.445    5.481    5.501    5.504    5.536    5.628    5.680
            0.299234  0.173018  0.000000
  -23.434  -23.161  -22.949  -22.748  -22.514  -22.337  -22.219  -21.859  -21.799  -21.530
  -21.285  -21.252  -21.148  -20.944  -20.817  -20.765  -20.624  -20.469  -20.435  -20.291
  -20.248  -20.073  -20.045  -18.714  -16.680  -14.804  -14.456  -14.351  -14.272  -14.159
  -14.036  -13.952  -13.848  -13.775  -13.408  -13.251  -13.142  -12.961  -12.725  -12.677
  -12.554  -12.435  -12.301  -11.729  -11.607  -11.505  -11.374  -11.227  -11.091  -11.049
  -10.951  -10.931  -10.801  -10.549  -10.543  -10.392  -10.315  -10.277  -10.217  -10.143
  -10.089  -10.002   -9.924   -9.840   -9.805   -9.701   -9.685   -9.586   -9.566   -9.350
   -9.308   -9.213   -8.967   -8.916   -8.861   -8.841   -8.698   -8.538   -8.357   -8.293
   -8.231   -8.119   -8.063   -7.875   -7.859   -7.714   -7.629   -7.434   -7.361   -7.121
   -6.996   -6.916   -6.849   -6.815   -6.604   -6.557   -6.417   -6.252   -5.938   -5.001
   -1.671   -1.038   -1.033   -1.010   -0.920   -0.891   -0.809   -0.692   -0.540   -0.526
   -0.500   -0.163   -0.144   -0.123    0.198    0.319    0.361    0.471    0.521    0.565
    0.596    0.671    0.702    0.940    0.980    1.073    1.130    1.291    1.312    1.371
    1.548    1.574    1.624    1.740    1.795    1.890    2.152    2.175    2.297    2.299
    2.615    2.629    2.704    2.867    2.883    2.918    2.947    2.956    2.980    3.017
    3.050    3.083    3.176    3.208    3.380    3.464    3.564    3.695    3.710    3.754
    3.783    3.800    3.859    3.903    3.933    4.133    4.205    4.236    4.448    4.492
    4.647    4.668    4.747    4.763    4.788    4.812    4.839    4.862    4.882    4.908
    4.984    5.025    5.089    5.118    5.143    5.171    5.188    5.198    5.231    5.264
    5.279    5.296    5.419    5.457    5.501    5.513    5.571    5.611    5.631    5.651
            0.349106  0.201854  0.000000
  -23.419  -23.186  -22.967  -22.756  -22.486  -22.287  -22.169  -21.900  -21.855  -21.580
  -21.294  -21.251  -21.164  -20.941  -20.757  -20.705  -20.593  -20.458  -20.434  -20.335
  -20.290  -20.075  -20.044  -18.715  -16.682  -14.825  -14.493  -14.358  -14.300  -14.185
  -13.983  -13.886  -13.783  -13.717  -13.328  -13.284  -13.152  -13.073  -12.759  -12.643
  -12.594  -12.456  -12.371  -11.693  -11.561  -11.429  -11.336  -11.278  -11.235  -11.090
  -10.900  -10.831  -10.717  -10.623  -10.605  -10.487  -10.293  -10.272  -10.192  -10.159
  -10.154  -10.053   -9.942   -9.805   -9.780   -9.631   -9.614   -9.513   -9.509   -9.281
   -9.257   -9.172   -8.997   -8.981   -8.939   -8.925   -8.754   -8.460   -8.422   -8.307
   -8.236   -8.117   -8.049   -7.911   -7.864   -7.747   -7.625   -7.321   -7.257   -7.063
   -6.960   -6.938   -6.834   -6.825   -6.673   -6.635   -6.470   -6.260   -5.929   -5.009
   -1.662   -1.031   -1.011   -0.991   -0.933   -0.883   -0.759   -0.627   -0.609   -0.575
   -0.525   -0.184   -0.144   -0.108    0.090    0.212    0.259    0.531    0.574    0.652
    0.666    0.690    0.698    0.973    1.030    1.093    1.248    1.332    1.390    1.405
    1.433    1.442    1.681    1.711    1.770    1.894    2.106    2.134    2.167    2.332
    2.641    2.643    2.657    2.893    2.898    2.905    2.921    2.981    2.987    3.014
    3.018    3.074    3.169    3.339    3.347    3.407    3.498    3.717    3.747    3.789
    3.819    3.876    3.904    3.932    4.006    4.129    4.144    4.159    4.460    4.496
    4.678    4.703    4.759    4.798    4.814    4.839    4.882    4.920    4.944    4.962
    4.977    4.996    5.027    5.114    5.122    5.159    5.179    5.201    5.211    5.230
    5.242    5.295    5.345    5.401    5.494    5.529    5.567    5.634    5.687    5.728
            0.398979  0.230690  0.000000
  -23.404  -23.207  -22.979  -22.763  -22.461  -22.238  -22.128  -21.946  -21.890  -21.631
  -21.299  -21.248  -21.176  -20.944  -20.698  -20.643  -20.566  -20.455  -20.441  -20.383
  -20.326  -20.077  -20.043  -18.716  -16.684  -14.843  -14.517  -14.361  -14.324  -14.206
  -13.934  -13.811  -13.721  -13.652  -13.398  -13.280  -13.161  -13.079  -12.829  -12.707
  -12.607  -12.483  -12.283  -11.663  -11.528  -11.491  -11.392  -11.299  -11.225  -11.066
  -10.864  -10.741  -10.711  -10.663  -10.618  -10.559  -10.305  -10.290  -10.208  -10.171
  -10.161  -10.075   -9.962   -9.834   -9.754   -9.561   -9.520   -9.435   -9.430   -9.258
   -9.208   -9.152   -9.057   -9.040   -9.001   -8.976   -8.787   -8.572   -8.341   -8.299
   -8.237   -8.104   -8.035   -7.943   -7.880   -7.775   -7.619   -7.215   -7.152   -7.010
   -6.997   -6.889   -6.849   -6.821   -6.745   -6.715   -6.519   -6.267   -5.921   -5.015
   -1.657   -1.039   -1.020   -0.944   -0.934   -0.850   -0.743   -0.686   -0.630   -0.564
   -0.452   -0.198   -0.160   -0.074   -0.024    0.083    0.182    0.583    0.629    0.644
    0.700    0.774    0.805    0.931    0.981    1.247    1.266    1.296    1.382    1.387
    1.467    1.509    1.633    1.686    1.799    1.876    1.937    2.119    2.146    2.369
    2.581    2.673    2.688    2.859    2.870    2.876    2.909    2.966    3.004    3.076
    3.085    3.112    3.162    3.233    3.334    3.471    3.524    3.582    3.628    3.830
    3.860    3.923    4.047    4.059    4.087    4.097    4.137    4.223    4.440    4.531
    4.653    4.726    4.727    4.740    4.788    4.837    4.849    4.896    4.939    4.985
    5.006    5.028    5.071    5.077    5.079    5.152    5.169    5.178    5.210    5.233
    5.264    5.337    5.409    5.459    5.499    5.578    5.593    5.621    5.647    5.674
            0.448851  0.259526  0.000000
  -23.393  -23.223  -22.986  -22.767  -22.444  -22.196  -22.103  -21.991  -21.899  -21.672
  -21.301  -21.246  -21.185  -20.946  -20.654  -20.583  -20.538  -20.472  -20.455  -20.421
  -20.350  -20.078  -20.043  -18.717  -16.686  -14.856  -14.530  -14.360  -14.341  -14.221
  -13.901  -13.726  -13.680  -13.580  -13.500  -13.346  -13.131  -13.035  -12.887  -12.752
  -12.636  -12.539  -12.103  -11.728  -11.580  -11.500  -11.442  -11.285  -11.184  -10.993
  -10.825  -10.824  -10.716  -10.685  -10.589  -10.500  -10.370  -10.312  -10.266  -10.179
  -10.125  -10.062   -9.977   -9.867   -9.748   -9.499   -9.433   -9.356   -9.351   -9.241
   -9.228   -9.174   -9.139   -9.082   -9.036   -8.953   -8.794   -8.678   -8.334   -8.272
   -8.205   -8.090   -8.025   -7.969   -7.900   -7.795   -7.616   -7.128   -7.050   -7.022
   -6.964   -6.870   -6.860   -6.846   -6.807   -6.773   -6.557   -6.271   -5.917   -5.018
   -1.655   -1.058   -1.019   -0.923   -0.893   -0.816   -0.758   -0.755   -0.675   -0.486
   -0.347   -0.207   -0.169   -0.148   -0.060    0.003    0.115    0.607    0.629    0.682
    0.742    0.884    0.888    0.919    0.933    1.134    1.164    1.398    1.453    1.488
    1.539    1.561    1.564    1.654    1.765    1.809    1.851    2.110    2.136    2.409
    2.527    2.701    2.718    2.822    2.837    2.873    2.905    2.961    3.007    3.073
    3.108    3.176    3.198    3.222    3.299    3.439    3.457    3.560    3.637    3.862
    3.876    3.906    3.996    4.023    4.185    4.206    4.336    4.360    4.436    4.504
    4.591    4.644    4.704    4.754    4.770    4.794    4.813    4.864    4.874    4.909
    4.953    4.995    4.996    5.027    5.148    5.196    5.214    5.248    5.272    5.357
    5.383    5.395    5.430    5.473    5.511    5.559    5.616    5.641    5.666    5.687
            0.498723  0.288363  0.000000
  -23.389  -23.229  -22.988  -22.768  -22.438  -22.177  -22.093  -22.013  -21.897  -21.689
  -21.301  -21.245  -21.188  -20.947  -20.638  -20.540  -20.518  -20.500  -20.480  -20.427
  -20.357  -20.078  -20.043  -18.717  -16.686  -14.861  -14.534  -14.356  -14.350  -14.226
  -13.889  -13.675  -13.631  -13.619  -13.491  -13.415  -13.095  -13.028  -12.910  -12.768
  -12.647  -12.562  -11.926  -11.897  -11.570  -11.497  -11.462  -11.291  -11.153  -10.934
  -10.883  -10.798  -10.747  -10.719  -10.507  -10.469  -10.429  -10.315  -10.305  -10.181
  -10.107  -10.056   -9.981   -9.882   -9.747   -9.470   -9.392   -9.319   -9.295   -9.252
   -9.231   -9.199   -9.195   -9.099   -9.063   -8.902   -8.794   -8.739   -8.335   -8.271
   -8.180   -8.083   -8.021   -7.980   -7.910   -7.802   -7.615   -7.091   -7.031   -6.963
   -6.946   -6.919   -6.876   -6.863   -6.818   -6.786   -6.573   -6.273   -5.916   -5.019
   -1.655   -1.066   -1.018   -0.918   -0.854   -0.800   -0.795   -0.771   -0.696   -0.440
   -0.271   -0.210   -0.210   -0.172   -0.130    0.036    0.068    0.611    0.627    0.703
    0.775    0.856    0.909    1.001    1.010    1.036    1.044    1.471    1.501    1.538
    1.578    1.587    1.591    1.608    1.617    1.804    1.841    2.107    2.133    2.436
    2.496    2.715    2.736    2.801    2.821    2.876    2.905    2.970    3.023    3.032
    3.080    3.180    3.284    3.308    3.317    3.334    3.355    3.559    3.741    3.774
    3.912    3.946    3.955    3.976    4.247    4.305    4.357    4.406    4.523    4.548
    4.569    4.597    4.628    4.677    4.686    4.769    4.824    4.869    4.887    4.914
    4.930    4.941    4.978    5.027    5.179    5.208    5.237    5.289    5.325    5.336
    5.359    5.441    5.521    5.565    5.588    5.603    5.605    5.616    5.618    5.657
            0.482124  0.317156  0.000000
  -23.389  -23.229  -22.991  -22.765  -22.438  -22.184  -22.089  -22.010  -21.896  -21.689
  -21.318  -21.256  -21.164  -20.944  -20.640  -20.544  -20.527  -20.493  -20.475  -20.427
  -20.356  -20.085  -20.038  -18.717  -16.686  -14.862  -14.539  -14.368  -14.342  -14.209
  -13.887  -13.675  -13.631  -13.620  -13.491  -13.416  -13.139  -13.004  -12.913  -12.770
  -12.630  -12.547  -11.926  -11.898  -11.586  -11.549  -11.409  -11.282  -11.171  -10.941
  -10.880  -10.797  -10.746  -10.693  -10.510  -10.478  -10.419  -10.328  -10.306  -10.166
  -10.125  -10.056   -9.976   -9.871   -9.743   -9.477   -9.400   -9.333   -9.298   -9.259
   -9.222   -9.203   -9.186   -9.098   -9.051   -8.901   -8.787   -8.739   -8.346   -8.276
   -8.165   -8.116   -8.057   -7.928   -7.912   -7.784   -7.617   -7.096   -7.030   -6.973
   -6.955   -6.905   -6.873   -6.864   -6.818   -6.784   -6.571   -6.276   -5.916   -5.019
   -1.655   -1.071   -1.011   -0.925   -0.853   -0.808   -0.799   -0.768   -0.670   -0.441
   -0.274   -0.254   -0.210   -0.127   -0.125    0.037    0.069    0.566    0.629    0.688
    0.767    0.864    0.958    0.967    0.968    1.080    1.090    1.472    1.502    1.533
    1.565    1.588    1.596    1.609    1.619    1.807    1.843    2.058    2.184    2.437
    2.497    2.613    2.697    2.840    2.859    2.914    2.926    2.975    3.021    3.032
    3.079    3.183    3.264    3.280    3.287    3.372    3.399    3.563    3.743    3.775
    3.824    3.850    4.048    4.072    4.244    4.301    4.353    4.399    4.480    4.536
    4.589    4.615    4.623    4.677    4.688    4.765    4.790    4.856    4.901    4.923
    4.933    4.962    4.989    5.049    5.155    5.192    5.254    5.299    5.331    5.338
    5.360    5.436    5.525    5.536    5.555    5.591    5.621    5.628    5.645    5.646
            0.465524  0.345950  0.000000
  -23.389  -23.227  -22.999  -22.757  -22.438  -22.199  -22.080  -22.002  -21.892  -21.688
  -21.357  -21.270  -21.119  -20.937  -20.645  -20.554  -20.540  -20.484  -20.465  -20.425
  -20.353  -20.100  -20.028  -18.717  -16.686  -14.865  -14.551  -14.397  -14.318  -14.170
  -13.883  -13.673  -13.633  -13.622  -13.493  -13.419  -13.205  -13.020  -12.892  -12.770
  -12.583  -12.509  -11.928  -11.900  -11.628  -11.612  -11.353  -11.278  -11.183  -10.992
  -10.832  -10.795  -10.744  -10.643  -10.517  -10.492  -10.400  -10.359  -10.309  -10.161
  -10.131  -10.071   -9.961   -9.843   -9.730   -9.494   -9.425   -9.364   -9.310   -9.273
   -9.212   -9.200   -9.153   -9.095   -9.029   -8.899   -8.766   -8.736   -8.377   -8.279
   -8.182   -8.132   -8.107   -7.916   -7.855   -7.740   -7.622   -7.109   -7.030   -6.999
   -6.966   -6.888   -6.868   -6.861   -6.817   -6.779   -6.567   -6.286   -5.915   -5.018
   -1.657   -1.081   -0.999   -0.940   -0.850   -0.844   -0.796   -0.742   -0.619   -0.442
   -0.311   -0.283   -0.209   -0.120   -0.062    0.040    0.071    0.510    0.557    0.660
    0.767    0.903    0.913    0.937    1.050    1.139    1.150    1.476    1.505    1.519
    1.542    1.592    1.597    1.613    1.625    1.816    1.850    2.000    2.248    2.440
    2.500    2.502    2.586    2.830    2.922    2.955    2.986    3.017    3.033    3.041
    3.078    3.191    3.213    3.227    3.296    3.422    3.457    3.576    3.720    3.745
    3.750    3.780    4.161    4.186    4.235    4.291    4.341    4.381    4.424    4.502
    4.579    4.609    4.643    4.676    4.700    4.755    4.774    4.834    4.881    4.952
    4.957    4.995    5.026    5.098    5.115    5.164    5.274    5.305    5.337    5.353
    5.371    5.427    5.495    5.512    5.531    5.566    5.607    5.626    5.645    5.670
            0.448925  0.374744  0.000000
  -23.388  -23.225  -23.010  -22.746  -22.439  -22.218  -22.070  -21.987  -21.886  -21.686
  -21.404  -21.285  -21.071  -20.925  -20.652  -20.571  -20.550  -20.474  -20.454  -20.420
  -20.349  -20.118  -20.018  -18.717  -16.686  -14.869  -14.565  -14.428  -14.283  -14.122
  -13.875  -13.672  -13.636  -13.623  -13.497  -13.426  -13.270  -13.069  -12.889  -12.733
  -12.520  -12.458  -11.932  -11.904  -11.682  -11.669  -11.373  -11.251  -11.156  -11.044
  -10.792  -10.769  -10.741  -10.598  -10.528  -10.497  -10.394  -10.382  -10.318  -10.197
  -10.092  -10.088   -9.946   -9.810   -9.709   -9.518   -9.469   -9.399   -9.328   -9.284
   -9.218   -9.172   -9.113   -9.090   -9.009   -8.894   -8.735   -8.733   -8.415   -8.276
   -8.255   -8.164   -8.095   -7.922   -7.780   -7.686   -7.632   -7.128   -7.029   -7.029
   -6.984   -6.873   -6.873   -6.849   -6.811   -6.768   -6.561   -6.302   -5.915   -5.016
   -1.661   -1.091   -0.995   -0.943   -0.879   -0.845   -0.791   -0.707   -0.562   -0.443
   -0.367   -0.297   -0.207   -0.111    0.004    0.045    0.075    0.447    0.481    0.582
    0.820    0.850    0.859    1.020    1.134    1.201    1.212    1.481    1.496    1.511
    1.516    1.595    1.598    1.619    1.631    1.827    1.858    1.943    2.314    2.393
    2.444    2.476    2.504    2.799    2.923    2.997    3.013    3.036    3.069    3.081
    3.146    3.167    3.181    3.201    3.308    3.470    3.517    3.598    3.618    3.644
    3.760    3.789    4.220    4.273    4.277    4.302    4.317    4.353    4.370    4.467
    4.528    4.574    4.637    4.683    4.737    4.744    4.794    4.835    4.864    4.974
    4.977    5.031    5.061    5.078    5.142    5.172    5.287    5.294    5.341    5.379
    5.383    5.425    5.456    5.470    5.523    5.538    5.581    5.620    5.645    5.652
            0.432326  0.403538  0.000000
  -23.387  -23.221  -23.023  -22.732  -22.438  -22.238  -22.063  -21.967  -21.877  -21.684
  -21.452  -21.303  -21.021  -20.911  -20.662  -20.590  -20.561  -20.465  -20.447  -20.410
  -20.343  -20.139  -20.008  -18.718  -16.686  -14.875  -14.579  -14.459  -14.242  -14.069
  -13.865  -13.672  -13.642  -13.621  -13.503  -13.441  -13.324  -13.123  -12.914  -12.663
  -12.453  -12.399  -11.939  -11.909  -11.737  -11.722  -11.445  -11.230  -11.130  -11.043
  -10.788  -10.736  -10.707  -10.580  -10.538  -10.481  -10.431  -10.373  -10.327  -10.229
  -10.107  -10.041   -9.941   -9.774   -9.683   -9.546   -9.522   -9.436   -9.345   -9.292
   -9.224   -9.139   -9.085   -9.069   -8.994   -8.887   -8.728   -8.706   -8.452   -8.330
   -8.269   -8.223   -8.058   -7.931   -7.704   -7.644   -7.628   -7.149   -7.060   -7.028
   -7.008   -6.879   -6.867   -6.842   -6.792   -6.755   -6.555   -6.323   -5.915   -5.015
   -1.664   -1.101   -1.007   -0.942   -0.894   -0.837   -0.784   -0.672   -0.501   -0.440
   -0.421   -0.314   -0.204   -0.101    0.052    0.072    0.081    0.371    0.416    0.500
